City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
683,Ponerihouen,NC,77.04,broken clouds,-21.08,165.4,Camping de Tiakan
684,Macapa,BR,79.27,light rain,0.04,-51.07,Atalanta Hotel
686,Odweyne,SO,72.66,broken clouds,9.41,45.06,Eng Hiirey House
687,Inirida,CO,73.24,overcast clouds,3.87,-67.92,Fuente del Guania Hotel de Lujo
688,Altamira,BR,72.5,light rain,-3.2,-52.21,Requinte Hotel
689,Maningrida,AU,77.67,clear sky,-12.07,134.27,Dhukurrdji Lodge
693,Piacabucu,BR,72.7,clear sky,-10.41,-36.43,Piaçabuçu News
695,Bissau,GW,78.89,overcast clouds,11.86,-15.6,Pensão Creola
698,Parana,AR,62.01,clear sky,-31.73,-60.52,Howard Johnson Plaza Hotel Mayorazgo
699,Nola,IT,77.0,few clouds,40.92,14.53,Pamaran Hotel
701,Villa Carlos Paz,AR,64.99,clear sky,-31.42,-64.5,Monte Carlo
703,Biharnagybajom,HU,66.2,broken clouds,47.22,21.23,Sárréti Vendégház
706,Olinda,BR,77.0,few clouds,-8.01,-34.86,Hotel 5 Sóis
708,Lorengau,PG,77.9,moderate rain,-2.02,147.27,Lorengau Harbourside Hotel
711,Puerto Lopez,CO,74.8,moderate rain,4.08,-72.96,Resguardo Indigena Maguare
712,Liverpool,GB,60.01,broken clouds,53.41,-2.98,Premier Inn Liverpool City Centre (Moorfields) hotel
713,Deli Tua,ID,75.2,scattered clouds,3.51,98.68,Hotel Deli River and restaurant Omlandia
714,Pyu,MM,73.26,light rain,18.48,96.43,Phyu Post Office
715,Manzhouli,CN,63.14,scattered clouds,49.6,117.43,Angala International Youth Hostel
717,Stratonion,GR,75.99,few clouds,40.51,23.82,Πανσιόν Καρβουνόσκαλα (Pension Karvounoskala)
718,San Carlos,VE,74.57,moderate rain,9.66,-68.58,Hotel Paternopoli
720,Port Hawkesbury,CA,69.8,broken clouds,45.62,-61.35,Hearthstone Inn Port Hawkesbury
721,Kokopo,PG,75.9,light rain,-4.35,152.26,Kokopo Beach Bungalow Resort
731,Jaru,BR,78.03,clear sky,-10.44,-62.47,Hotel Paraná
735,Tambura,SS,66.97,overcast clouds,5.6,27.47,Guest hous Tambura
736,San Isidro,PE,62.6,overcast clouds,-12.12,-77.05,Radisson Hotel Decapolis Miraflores
737,Cairns,AU,72.0,scattered clouds,-16.92,145.77,Mantra Trilogy Cairns
738,Epe,NG,73.27,overcast clouds,6.58,3.98,MAGVILLE HOTEL
740,Corbu,RO,66.2,clear sky,44.38,28.65,Cazare Balliu
742,Manjeshwar,IN,75.2,mist,12.72,74.89,THE NOUSHA VILLAGE
745,Rock Hill,US,75.99,clear sky,34.92,-81.03,DDCSVC
746,Cururupu,BR,75.2,scattered clouds,-1.83,-44.87,Pousada Través'cia
747,Noumea,NC,73.0,overcast clouds,-22.28,166.46,Hôtel Le Lagon
752,Katherine,AU,68.0,clear sky,-14.47,132.27,Pine Tree Motel
753,Asmara,ER,63.23,scattered clouds,15.33,38.93,Hamasien Hotel
755,Tarsus,TR,75.2,clear sky,36.92,34.88,Osmanli Marco Pasha Hotel
756,Hvide Sande,DK,60.01,overcast clouds,56.0,8.13,Hvide Sande Hotel
757,Acara,BR,73.74,light rain,-1.96,-48.2,Hotel e Restaurante Zé da Bebé
758,Jinotega,NI,73.4,light intensity drizzle,13.09,-86.0,Camping Piedra Grande
759,Ajaccio,FR,68.0,clear sky,42.0,8.92,Sole E Monte
762,Emerald,AU,62.6,clear sky,-23.53,148.17,The Irish Village
763,Herbertpur,IN,76.57,overcast clouds,30.45,77.73,Hotel Shaurya
767,Khanu Woralaksaburi,TH,77.2,light rain,16.06,99.86,River Green Resort
768,Logrono,ES,64.4,scattered clouds,42.47,-2.45,Hotel Gran Vía Logroño
769,Medzilaborce,SK,60.01,broken clouds,49.27,21.9,Penzión Hubert
771,Diamantino,BR,77.04,scattered clouds,-14.41,-56.45,Hotel Delta
776,Oros,BR,75.67,broken clouds,-6.24,-38.91,Pousada Orós
778,Lamas,PE,67.71,broken clouds,-6.42,-76.53,Peru Selva Tarapoto Lamas Linda
782,Sagaing,MM,77.0,light rain,21.88,95.98,Makara Cruise
784,Byumba,RW,69.8,scattered clouds,-1.58,30.07,Ubwuzu Ltd
786,Leoben,AT,66.0,overcast clouds,47.35,15.13,Hotel Kongress Leoben
788,Sorong,ID,79.12,broken clouds,-0.88,131.25,The Waigo Hotel
795,Beyla,GN,68.18,broken clouds,8.68,-8.63,DIAN SINKO
799,Sao Gabriel Da Cachoeira,BR,79.72,broken clouds,-0.13,-67.09,Alarne - Área De Lazer Do Alto Rio Negro
800,Puerto Baquerizo Moreno,EC,65.46,broken clouds,-0.9,-89.6,Hotel los Algarrobos
803,Atambua,ID,78.51,clear sky,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
806,Syamzha,RU,60.1,overcast clouds,60.02,41.06,Inn Slavyanskaya
807,Essen,DE,61.0,scattered clouds,51.45,7.02,Welcome Hotel Essen
810,Escanaba,US,77.0,clear sky,45.75,-87.06,Sunset Lodge
811,Afua,BR,77.32,scattered clouds,-0.16,-50.39,Hotel Dias
814,Soubre,CI,69.75,broken clouds,5.79,-6.61,Hote Ivoire Soubre
815,Antalaha,MG,66.79,broken clouds,-14.9,50.28,Hotel Vitasoa
816,Saint-Ambroise,CA,73.4,few clouds,48.55,-71.33,Motel Saint-Ambroise
817,Omboue,GA,73.06,overcast clouds,-1.57,9.26,Hotel Olako
819,Heze,CN,79.81,overcast clouds,35.24,115.44,GreenTree Heze Changcheng Road Tianhua E-commerce Logistics Park Express Hotel
820,Roura,GF,77.0,broken clouds,4.73,-52.33,Amazonie Découverte SARL
825,Freeport,US,79.0,few clouds,40.66,-73.58,The Freeport Inn and Marina
830,Kisangani,CD,69.96,overcast clouds,0.52,25.2,Grand Ramela Hotel
831,Richards Bay,ZA,62.62,clear sky,-28.78,32.04,BON Hotel Waterfront Richards Bay
835,Colomi,BO,68.0,few clouds,-17.35,-65.87,Residencial EL TURISMO
839,Zunyi,CN,72.45,light rain,27.69,106.91,Bishiluo Hostel
841,Mumford,GH,72.72,clear sky,5.26,-0.76,Spanish Villa
844,Durres,AL,71.6,clear sky,41.32,19.44,Palace Hotel & Spa Durres
848,Mitsamiouli,KM,74.97,scattered clouds,-11.38,43.28,Foyer ADM
849,Shangzhi,CN,70.18,light rain,45.22,127.97,Ocean Zhixing Business Clubhouse
850,Camacari,BR,73.4,light rain,-12.7,-38.32,Sítio Blasi
855,Manokwari,ID,79.81,moderate rain,-0.87,134.08,Swiss Belhotel Manokwari
856,Pangkalanbuun,ID,78.6,clear sky,-2.68,111.62,Grand Kecubung Hotel
858,Bouar,CF,64.69,light rain,5.93,15.6,Centre Santé de Hermann
865,Quang Ngai,VN,79.84,overcast clouds,15.12,108.8,Central Hotel
866,Dutse,NG,70.97,light rain,11.76,9.34,Kaci
867,Surt,LY,78.49,clear sky,31.21,16.59,City Hotel
870,Sumbe,AO,68.97,few clouds,-11.21,13.84,Hotel Ritz Sumbe
874,Luau,AO,61.99,few clouds,-10.71,22.22,Kimbo Hotel
875,San Juan,AR,60.44,clear sky,-31.54,-68.54,Hotel Provincial
878,Neuquen,AR,60.8,clear sky,-38.95,-68.06,Hotel del Comahue
882,Along,IN,73.08,broken clouds,28.17,94.77,Hotel West
883,Manta,EC,73.4,broken clouds,-0.95,-80.73,Balandra Hotel
884,Baruun-Urt,MN,64.69,clear sky,46.68,113.28,Ахмадын амралт сувилал
885,Labuhan,ID,77.67,scattered clouds,-6.88,112.21,bador sepret
886,Mbengwi,CM,64.15,moderate rain,6.02,10.0,Senate Hotel
887,Dromolaxia,CY,78.8,clear sky,34.88,33.59,Flamingo Beach Hotel
890,Huescar,ES,71.01,clear sky,37.81,-2.54,Hotel El Maño
894,Berlin,DE,66.2,clear sky,52.52,13.41,Citystay Hostel Berlin
896,Barcelos,PT,70.0,clear sky,41.54,-8.62,Hotel Do Terço
897,Jaroslaw,PL,60.01,broken clouds,50.02,22.68,Hotel & Restauracja Coloseum
899,Omagari,JP,78.8,scattered clouds,39.45,140.48,Hotel Fuji
901,Tartagal,AR,60.94,clear sky,-22.52,-63.8,Almuñecar Hotel
903,Chimore,BO,63.86,clear sky,-16.98,-65.13,Bichito
904,Lubango,AO,60.06,few clouds,-14.92,13.49,Hotel Serra da Chela
907,Chichimila,MX,79.77,moderate rain,20.62,-88.22,Casa Kiin
911,Yanam,IN,77.2,overcast clouds,16.73,82.22,The Regency Hotel
913,Ferrol,ES,66.0,clear sky,43.48,-8.24,Carrís Almirante
914,Itanagar,IN,74.97,overcast clouds,27.1,93.62,OYO 45507 Hotel Moomsie
915,Anzio,IT,75.2,clear sky,41.49,12.62,Hotel Lido Garda
917,Riviere-Au-Renard,CA,60.8,broken clouds,49.0,-64.4,Auberge Le Caribou
919,Darlawn,IN,67.57,overcast clouds,24.02,92.9,BNRGSK BUILDING
921,Zhangjiakou,CN,64.44,broken clouds,40.81,114.88,Shell Zhangjiakou City Qiaodong District Ginza Hotel
924,Finschhafen,PG,79.88,light rain,-6.6,147.87,Cossam Guest House
926,Novaya Ladoga,RU,60.01,overcast clouds,60.1,32.3,База Отдыха Горизонт
928,George Town,MY,78.8,few clouds,5.41,100.34,Cititel Penang
929,Gafanha Da Encarnacao,PT,66.99,clear sky,40.62,-8.73,Hotel Barra
933,Rio Tinto,PT,69.01,clear sky,41.18,-8.56,Axis Porto
940,Mersing,MY,73.4,scattered clouds,2.43,103.84,Timotel Hotel
941,Conde,BR,69.8,broken clouds,-7.26,-34.91,Pousada Beija Flor
942,La Primavera,CO,77.52,scattered clouds,5.49,-70.41,La Riviera Hotel Colonial
943,Vila,PT,70.0,clear sky,42.03,-8.16,Hotel Castrum Villae
946,Phan Thiet,VN,79.56,overcast clouds,10.93,108.1,Hotel Saigon-PT
949,San Lorenzo,PY,73.4,broken clouds,-25.33,-57.53,Canarias Hotel
952,Kirillov,RU,60.8,mist,59.86,38.38,Guest House v Kirillove
953,Ushtobe,KZ,66.25,scattered clouds,45.25,77.98,"Gostinitsa ""Diyar"""
956,Nsanje,MW,64.08,clear sky,-16.92,35.26,Nsanje Discovery Lodge
960,Kankon,IN,78.22,moderate rain,15.02,74.02,Palolem Beach Resort
961,Bom Conselho,BR,61.59,broken clouds,-9.17,-36.68,Hotel Raízes
962,Saint-Andre-Les-Vergers,FR,62.6,broken clouds,48.29,4.05,Le Royal
964,Wilmington,US,77.0,clear sky,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
965,Gat,IL,77.0,clear sky,31.61,34.76,רגע בנחת
968,Ayia Galini,GR,75.0,clear sky,35.1,24.68,Sunningdale Bungalows
969,Tripoli,LY,79.25,few clouds,32.88,13.19,Al Waddan Hotel
970,Makoshyne,UA,60.39,scattered clouds,51.46,32.34,Тополиная роща на берегу
977,Balikpapan,ID,77.0,few clouds,-1.27,116.83,Grand Jatra Hotel Balikpapan
978,Playas,EC,67.03,clear sky,-2.63,-80.38,Hostal Promenade
981,Ouesso,CG,71.47,light rain,1.61,16.05,Hôtel ABENI
982,Kongolo,CD,79.3,light rain,-5.38,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
985,Bembereke,BJ,70.23,overcast clouds,10.23,2.66,Hotel Bio Guera
989,Maceio,BR,71.6,few clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
991,Paraiso,CR,68.0,mist,9.84,-83.87,Hotel Rio Perlas Spa and Resort
993,Mastic Beach,US,77.0,broken clouds,40.77,-72.85,Brushwood House by Smith Point Beach
997,Balboa,CO,63.25,moderate rain,2.04,-77.22,Hotel Monterrey
999,Hauterive,FR,60.8,broken clouds,46.09,3.45,Aletti Palace Hotel
1001,Chiredzi,ZW,61.57,scattered clouds,-21.05,31.67,The Nesbitt Arms
1002,Manthani,IN,77.0,overcast clouds,18.65,79.67,Social Welfare Boys Hostel
1003,Keningau,MY,75.2,few clouds,5.34,116.16,Sabindo Hotel
1005,Gulbarga,IN,72.79,overcast clouds,17.33,76.83,OYO 37176 N K Comforts
1008,Boksitogorsk,RU,60.01,overcast clouds,59.47,33.85,Теплый Стан
1009,Kanniyakumari,IN,79.16,clear sky,8.08,77.57,New Cape Hotel
1010,Arona,ES,75.99,clear sky,28.1,-16.68,Paradise Court
1011,Shimoda,JP,78.8,broken clouds,34.67,138.95,Shimoda Tokyu Hotel
1012,Kpalime,TG,68.05,scattered clouds,6.9,0.63,Hotel La Lumiere Kpalimé
1014,Saint-Joseph,RE,64.4,few clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
1015,Delta Del Tigre,UY,60.8,clear sky,-34.76,-56.39,Parque postel
1023,Nisia Floresta,BR,77.0,overcast clouds,-6.09,-35.21,Rancho Crepusculo
1025,Galle,LK,79.29,scattered clouds,6.04,80.22,CocoBay Unawatuna
1026,Kathmandu,NP,69.8,broken clouds,27.72,85.32,Hotel Shanker Kathmandu
1029,Diffa,NE,79.65,overcast clouds,13.32,12.61,ProDAF/Diffa
1031,Port Shepstone,ZA,61.09,clear sky,-30.74,30.45,My Den Beachfront B&B And Self-Catering
1035,Port Moresby,PG,78.8,haze,-9.44,147.18,Lamana Hotel
1037,Paita,PE,61.61,clear sky,-5.09,-81.11,Hotel Náutico de Paita
1042,Hanyang,CN,64.0,overcast clouds,32.14,105.51,Forestry Hostel
1044,Genoa,IT,77.0,clear sky,44.41,8.96,NH Collection Genova Marina
1046,Reconquista,AR,60.98,clear sky,-29.15,-59.65,Grand Hotel
1049,Santa Maria Do Para,BR,74.01,broken clouds,-1.35,-47.58,Shopping Motel (Adults Only)
1053,Narasannapeta,IN,77.58,overcast clouds,18.42,84.05,G.lingaraju home
1054,Bonavista,CA,62.01,broken clouds,48.65,-53.11,Abbott's Bed & Breakfast
1057,Albanel,CA,66.2,broken clouds,48.88,-72.45,Camping municipal d'Albanel
1060,Mbanza-Ngungu,CD,67.93,scattered clouds,-5.25,14.87,Hotel Full Business
1061,Jalingo,NG,71.29,overcast clouds,8.88,11.37,Debright Motel
1062,Chake Chake,TZ,74.34,clear sky,-5.25,39.77,Hotel Archipelago
1063,Gospic,HR,73.4,few clouds,44.55,15.37,Apartment Saric
1064,Sanchazi,CN,65.75,overcast clouds,42.08,126.6,Home Inn
1066,Longfeng,CN,67.51,light rain,46.55,125.12,Daqing Langtaosha Hotspring Holiday Resort
1067,Carballo,ES,66.0,clear sky,43.21,-8.69,Pazo do Souto
1068,Gandia,ES,79.0,few clouds,38.97,-0.18,Hotel Principal
1069,Plunge,LT,66.2,clear sky,55.91,21.84,Hotel Porto
1071,Korhogo,CI,70.93,clear sky,9.45,-5.63,Hotel Le Recul
1073,Koppal,IN,72.21,broken clouds,15.35,76.15,Hotel B.S.Pawar Grand
1075,Manitouwadge,CA,68.5,light rain,49.12,-85.84,Select Inn
1081,Ashqelon,IL,77.0,clear sky,31.67,34.57,Leonardo Ashkelon
1082,Mahanoro,MG,63.32,few clouds,-19.9,48.8,Hôtel Mon Désir
1087,Millinocket,US,73.4,overcast clouds,45.66,-68.71,Katahdin Inn & Suites
1090,Pietarsaari,FI,60.01,scattered clouds,63.65,22.68,Jakobstad City Hotel Pietarsaari
1091,The Pas,CA,77.0,scattered clouds,53.83,-101.25,Wescana Inn
1093,Timizart,DZ,69.78,clear sky,36.8,4.27,yefssah restaurant
1094,Challakere,IN,72.59,broken clouds,14.32,76.65,SR Residency
1095,Waingapu,ID,79.77,scattered clouds,-9.66,120.26,Pondok Wisata Elim
1096,Bani Walid,LY,71.4,clear sky,31.76,13.99,منزل الصابر أبوفانة
1098,Banjar,ID,77.0,few clouds,-8.19,114.97,The Hamsa Resort
1104,Miri,MY,75.2,few clouds,4.41,114.01,"Mega Hotel, Miri"
1108,Tamara,HN,67.41,moderate rain,14.15,-87.33,Villa Las Acacias
1110,Brighton,GB,62.01,overcast clouds,50.83,-0.14,Holiday Inn Brighton - Seafront
1112,Sibu,MY,73.4,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
1114,Mamallapuram,IN,78.8,broken clouds,12.63,80.17,Radisson Blu Resort Temple Bay Mamallapuram
1118,Srandakan,ID,76.82,few clouds,-7.94,110.25,Puri Brata
1119,Eskisehir,TR,62.6,clear sky,39.78,30.52,Hotel ibis Eskisehir
1121,Solnechnyy,RU,63.05,overcast clouds,50.72,136.63,Hotel complex Pastoral
1122,Denpasar,ID,77.0,few clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
1126,Carutapera,BR,76.24,scattered clouds,-1.2,-46.02,Lidera
1127,Mossendjo,CG,69.3,overcast clouds,-2.95,12.73,HOTEL D'ASSISE
1130,Balkhash,KZ,71.02,overcast clouds,46.84,74.98,Family
1131,Anloga,GH,73.63,broken clouds,5.79,0.9,Dey Lodge
1133,Paralimni,CY,78.8,clear sky,35.04,33.98,Amore Hotel Apartments
1135,Bonthe,SL,76.17,moderate rain,7.53,-12.51,Bonthe Holiday Village
1139,Westport,US,79.0,scattered clouds,41.14,-73.36,The Westport Inn
1140,Mogadishu,SO,75.45,broken clouds,2.04,45.34,Hotel Juba
1143,Severnyy,RU,60.8,few clouds,50.68,36.55,Full House North Mini-Hotel
1146,Kuningan,ID,71.13,broken clouds,-6.98,108.48,OYO 2500 Gassani
1148,Port Keats,AU,78.04,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
1149,Lethem,GY,77.27,light rain,3.38,-59.8,Savannah Inn
1154,Kermanshah,IR,68.0,clear sky,34.31,47.06,Sina Hotel
1155,Nantucket,US,71.6,few clouds,41.28,-70.1,Jared Coffin House
1159,Cassilandia,BR,68.95,clear sky,-19.11,-51.73,Hotel Rafa Cassilândia
1160,Kozyatyn,UA,64.24,broken clouds,49.71,28.83,"Hotelʹ ""Iryna"""
1161,Mattru,SL,73.58,moderate rain,7.62,-11.83,Boima Gbondo's Compound
1162,Morlaix,FR,60.01,overcast clouds,48.58,-4.0,Titulipe
1164,Igarape,BR,60.8,broken clouds,-20.07,-44.3,Hotel Fazenda Igarapés
1167,Bar Harbor,US,68.0,overcast clouds,44.39,-68.2,Atlantic Oceanside Hotel & Event Center
1168,Elesbao Veloso,BR,79.23,scattered clouds,-6.2,-42.14,Pousada Paraiso
1169,Rantepao,ID,73.42,scattered clouds,-2.97,119.9,Hotel Luta Resort
1170,Quchan,IR,61.23,clear sky,37.11,58.51,Rayehe perfume shop
1173,Soe,ID,72.1,clear sky,-9.86,124.28,Dena Hotel
1177,Shizunai,JP,73.71,clear sky,42.33,142.37,Shizunai Eclipse Hotel
1178,Grand Bank,CA,62.01,few clouds,47.1,-55.77,Hotel Fortune
1179,Beyneu,KZ,66.81,overcast clouds,45.32,55.2,NUR
1182,Tortoli,IT,78.8,clear sky,39.93,9.66,Hotel La Bitta
1184,Gaogou,CN,79.86,clear sky,34.02,119.19,GreenTree Inn JiangSu Huaian Gaogou Town First Street Shell Hotel
1185,Brigantine,US,78.8,broken clouds,39.41,-74.36,Legacy Vacation Resort Brigantine Beach
1188,Shache,CN,64.87,clear sky,38.42,77.24,Delong Hotel
1190,Yinchuan,CN,68.94,clear sky,38.47,106.27,JJ Inns - Yinchuan New Moon Square Branch
1192,Bambanglipuro,ID,76.73,few clouds,-7.95,110.28,Puri Brata
1193,Pryazha,RU,60.8,overcast clouds,61.69,33.62,Guest house VIRTA
1196,Requena,ES,73.0,broken clouds,39.49,-1.1,Hotel Avenida
1198,Kushiro,JP,66.2,fog,42.98,144.37,東横INN釧路十字街
1201,Callaway,US,78.01,moderate rain,30.15,-85.57,Holiday Inn Express & Suites Panama City-Tyndall
1202,Madaripur,BD,78.49,clear sky,23.18,90.21,Government Madaripur College Student Hostel (Female)
1203,Kobelyaky,UA,62.28,clear sky,49.15,34.2,Апарт отель Грация
1206,Camden,US,78.01,light rain,39.78,-74.97,Shenandoah Village
1207,Aneho,TG,73.22,broken clouds,6.23,1.6,Hotel La Linette
1209,Custoias,PT,66.99,clear sky,41.11,-7.32,DouroVou Aluguer de Barcos e Bungalows - Yacht Charter
1211,Ladenburg,DE,64.99,clear sky,49.48,8.61,Leonardo Hotel Mannheim-Ladenburg
1217,Orikhove,UA,63.88,clear sky,45.13,33.63,Chayka
1218,Ouahigouya,BF,79.5,light rain,13.58,-2.42,Hotel Liberte
1220,Ejido,VE,69.15,light rain,8.55,-71.24,Bora Bora Nails & Spa C.A.
1221,Matara,LK,77.13,scattered clouds,5.95,80.54,Amaloh Boutique Resort
1223,Aktau,KZ,66.2,broken clouds,43.65,51.2,Silk Way Hotel
1228,Jining,CN,79.38,overcast clouds,35.41,116.58,Yunhe Star Hotel
1231,Pacasmayo,PE,62.06,clear sky,-7.4,-79.57,Hotel Libertad
1232,Esmeraldas,BR,60.8,broken clouds,-19.76,-44.31,Hotel Fazenda Lagoa Azul
1234,Miyako,JP,76.95,overcast clouds,39.64,141.95,Hotel Route Inn Miyako
1235,Andijon,UZ,75.0,clear sky,40.78,72.34,Bog'ishamol
1237,Malabo,GQ,75.6,light rain,3.75,8.78,Magno Suites
1238,Saiha,IN,71.08,overcast clouds,22.48,92.97,"Circuit House, Siaha"
1241,Grafing,DE,60.01,scattered clouds,48.05,11.97,Hotel Hölzer Bräu
1243,Xiongyue,CN,75.6,light rain,40.18,122.12,Samsung Business Hotel
1245,Totness,SR,79.09,broken clouds,5.88,-56.32,STAATS LOGEERGEBOUW TOTNESS
1247,Zaraza,VE,75.15,broken clouds,9.35,-65.32,Hotel Zaraza
1248,Torbat-E Jam,IR,69.64,clear sky,35.24,60.62,ساختمان مسکونی فلورا
1249,Chaihe,CN,67.53,overcast clouds,44.77,129.7,Fengyuan Hotel
1250,Pozo Colorado,PY,61.23,broken clouds,-23.49,-58.8,Hospedaje la Amistad
1254,Segou,ML,78.87,few clouds,13.43,-6.22,Comme chez soi
1256,Dahuk,IQ,73.22,clear sky,36.87,42.99,Parwar Hotel
1257,Schruns,AT,64.99,broken clouds,47.07,9.95,Hotel Zimba
1258,Boyolangu,ID,74.93,broken clouds,-8.12,111.89,Yos ega cv
1260,Zhob,PK,78.85,clear sky,31.34,69.45,ROOM # 105 DUBAI HOTEL ZHOB
1261,Vilhena,BR,77.0,few clouds,-12.74,-60.15,Hotel Mirage
1262,Zaysan,KZ,62.87,overcast clouds,47.47,84.87,Gostinitsa Aray
1266,Baghdad,IQ,77.0,clear sky,33.34,44.4,Baghdad Hotel
1267,Nova Odesa,UA,66.02,clear sky,47.31,31.79,Серце Рєзічки
1269,Le Port,RE,66.2,clear sky,-20.94,55.29,Villa Maido
1273,Sao Jose Do Egito,BR,69.67,overcast clouds,-7.48,-37.27,BINHAS HOTEL
1274,Maarianhamina,AX,62.6,scattered clouds,60.1,19.93,Park Alandia Hotel
1282,Bera,BD,79.68,broken clouds,24.08,89.62,Shahin Hotel
1284,Beterou,BJ,71.58,broken clouds,9.2,2.26,Monastère de Kokoubou
1286,Notre-Dame-Du-Lac,CA,71.6,clear sky,47.61,-68.8,Auberge La Dolce Vita
1294,Sakaiminato,JP,78.8,scattered clouds,35.55,133.23,味処・民宿 まつや
1296,Presidente Medici,BR,79.16,clear sky,-11.18,-61.9,Oliveira Palace Hotel
1300,Forio,IT,79.0,few clouds,40.73,13.86,Hotel Terme Providence
1301,Viransehir,TR,75.38,clear sky,37.24,39.76,Viranşehir Öğretmenevi
1303,Tongliao,CN,67.77,light rain,43.61,122.27,Meirujia Hotel
1310,Sinjar,IQ,78.44,clear sky,36.32,41.88,زوماني فون 1
1311,Marquette,US,73.0,scattered clouds,46.53,-87.63,Al Quaal Lodge
1313,Aras,ES,62.6,scattered clouds,42.56,-2.36,Jardines de Viana Spa
1315,Ismailia,EG,73.08,clear sky,30.6,32.27,Mercure Ismailia Forsan Island Hotel
1317,Babol,IR,68.85,light rain,36.55,52.68,Reza Hotel
1321,Sabzevar,IR,69.08,clear sky,36.21,57.68,پارکینگ وسایل سنگین جنوب
1322,Phaltan,IN,73.4,overcast clouds,17.98,74.43,Hotel New Vijay
1323,Alexandria,EG,78.8,clear sky,31.22,29.96,Royal Crown Hotel
1324,Tirana,AL,71.6,few clouds,41.33,19.82,Tirana International Hotel
1326,Kamaishi,JP,78.8,broken clouds,39.27,141.88,Hotel Route Inn Kamaishi
1327,Mandali,IQ,77.54,clear sky,33.75,45.55,بيت خالد امين
1328,Jumla,NP,60.51,overcast clouds,29.27,82.18,Hotel Sundar Rara Karnali
1329,Yokadouma,CM,68.31,light rain,3.52,15.05,Hôtel De Ville De Yokadouma
1330,Rokytne,UA,62.22,overcast clouds,51.28,27.21,Затишок
1331,Batticaloa,LK,78.84,few clouds,7.71,81.69,Grand Star Guest House
1334,Toamasina,MG,65.17,broken clouds,-18.17,49.38,Hotel H1
1335,Mizdah,LY,68.25,clear sky,31.45,12.98,محمدالمبروك الاريقط
1338,Charters Towers,AU,66.38,few clouds,-20.1,146.27,Cattleman's Rest Motor Inn
1339,Robertsganj,IN,76.87,broken clouds,24.7,83.07,Prem Hotel Lodge & Restaurant
1343,Moyale,KE,66.94,light rain,3.52,39.06,Latahzan guest house
1346,Garmsar,IR,68.72,clear sky,35.22,52.34,Peyvand Hotel
1347,Deskati,GR,73.4,clear sky,39.92,21.8,"ΞΕΝΟΔΟΧΕΙΟ ""ΚΑΜΒΟΥΝΙΑ """
1349,Mizan Teferi,ET,63.27,overcast clouds,6.98,35.58,Hotel Salayish | ሆቴል ሳላይሽ
1352,Alyangula,AU,77.0,clear sky,-13.85,136.42,Groote Eylandt Lodge
1354,Karatau,KZ,77.92,overcast clouds,43.17,70.47,Gor.bol'nitsa
1355,Omurtag,BG,66.2,clear sky,43.1,26.42,Zamak Inter Hotel
1356,Ylivieska,FI,60.01,scattered clouds,64.08,24.55,hotel Käenpesä
1357,Chicomuselo,MX,72.32,light rain,15.77,-92.27,Hotel San Carlos
1361,Dezhou,CN,76.19,light rain,37.45,116.29,Zhongtai International Hotel
